,entity_group,value,score,from,nct_id
1137,Administration,", , , , , ,",0.12493317574262619,secondary,NCT00925015
1138,Date,and and and 48,0.6027815341949463,secondary,NCT00925015
1139,Time,The with h,0.670113205909729,secondary,NCT00925015
1140,Date,after,0.9060884118080139,secondary,NCT00925015
1141,Administration,infusion,0.4785690903663635,secondary,NCT00925015
1142,Medication,AUC0-24,0.5728983283042908,secondary,NCT00925015
1143,Lab_value,AUC0-24,0.4540385901927948,secondary,NCT00925015
1144,Medication,Irinotecan Irinotecan Irinotecan,0.9997373223304749,secondary,NCT00925015
1145,Medication,Cetuximab,0.999870777130127,secondary,NCT00925015
1146,Dosage,10 mg/kg mg/m\^2,0.9910554885864258,secondary,NCT00925015
1147,Medication,Dalotuzumab,0.9998871088027954,secondary,NCT00925015
1148,Dosage,10 1 150 1 15,0.9758432507514954,secondary,NCT00925015
1149,Administration,intravenous,0.9990082383155823,secondary,NCT00925015
1150,Administration,intravenous infusion,0.834629237651825,secondary,NCT00925015
1151,Dosage,150 mg/m\^2,0.9980648756027222,secondary,NCT00925015
1152,Dosage,mg/m\^2,0.7134941220283508,secondary,NCT00925015
1153,Frequency,once,0.97493976354599,secondary,NCT00925015
1154,Frequency,every other week,0.9558013081550598,secondary,NCT00925015
1155,Dosage,1 10 1 15,0.9933871626853943,secondary,NCT00925015
1156,Dosage,10 mg/kg,0.9993879795074463,secondary,NCT00925015
1157,Diagnostic_procedure,AUC0-24,0.8032518029212952,secondary,NCT00925015
1158,Detailed_description,AUC0-24,0.9720761179924011,secondary,NCT00925015
1159,Detailed_description,plasma,0.9999314546585083,secondary,NCT00925015
1160,Medication,Irinotecan Irinotecan,0.9845144748687744,secondary,NCT00925015
1161,Medication,Irinotecan and and and Irinotecan,0.9966243505477905,secondary,NCT00925015
1162,Date,Day Day Day Day 15 15,0.9978834390640259,secondary,NCT00925015
1163,Medication,dalotuzumab,0.9998956918716431,secondary,NCT00925015
1164,Date,Day Day Day Day 29. 29,0.9973763823509216,secondary,NCT00925015
1165,Medication,predose,0.9559682607650757,secondary,NCT00925015
1166,Detailed_description,predose,0.3210259974002838,secondary,NCT00925015
1167,Detailed_description,"15 1 15 1 , , , , 15 15 5 , , , ,",0.7113943696022034,secondary,NCT00925015
1168,Frequency,8 and and and,0.45568573474884033,secondary,NCT00925015
1169,Time,AUC0-24 24 The with h,0.6504775285720825,secondary,NCT00925015
1170,Administration,infusion,0.7279413938522339,secondary,NCT00925015
1171,Lab_value,delayed,0.9953256845474243,primary,NCT03150615
1172,Biological_structure,DGE,0.974299430847168,primary,NCT03150615
1173,Coreference,DGE,0.7228478193283081,primary,NCT03150615
1174,Detailed_description,standard,0.9967394471168518,primary,NCT03150615
1175,Therapeutic_procedure,diet,0.9907634854316711,primary,NCT03150615
1176,Date,end of of of the the the the first postoperative week,0.9991195797920227,primary,NCT03150615
1177,Lab_value,prolonged,0.996343195438385,primary,NCT03150615
1178,Biological_structure,nasogastric,0.9997573494911194,primary,NCT03150615
1179,Lab_value,Three,0.876478910446167,primary,NCT03150615
1180,Detailed_description,different,0.9658883213996887,primary,NCT03150615
1181,Therapeutic_procedure,postoperative,0.755763053894043,primary,NCT03150615
1182,Therapeutic_procedure,postoperative management,0.7432969212532043,primary,NCT03150615
1183,Therapeutic_procedure,ISGPS.,0.49974364042282104,primary,NCT03150615
1184,Date,30 days,0.9936162233352661,primary,NCT03150615
1185,Therapeutic_procedure,hospital,0.2848030626773834,secondary,NCT03150615
1186,Duration,60 days,0.9995786547660828,secondary,NCT03150615
1187,Diagnostic_procedure,morbidity,0.9998390674591064,secondary,NCT03150615
1188,Date,30 days,0.9990706443786621,secondary,NCT03150615
1189,Diagnostic_procedure,mortality,0.9131650328636169,secondary,NCT03150615
1190,Date,30 days,0.9991421699523926,secondary,NCT03150615
1191,Date,60 days,0.8950594663619995,secondary,NCT03150615
1192,Detailed_description,Infectious,0.9713312387466431,secondary,NCT03150615
1193,Duration,30 days,0.9589072465896606,secondary,NCT03150615
1194,Date,30 days,0.9994722604751587,secondary,NCT03150615
1195,Biological_structure,Pancreatic,0.9934043288230896,secondary,NCT03150615
1196,Disease_disorder,fistulas fistulas,0.9387518167495728,secondary,NCT03150615
1197,Biological_structure,pancreatic,0.9754987359046936,secondary,NCT03150615
1198,Coreference,fistulas fistulas,0.5107920169830322,secondary,NCT03150615
1199,Lab_value,grade,0.9517098069190979,secondary,NCT03150615
1200,Date,30 days,0.9413247108459473,secondary,NCT03150615
1201,Detailed_description,Hemorrhagic,0.8796935081481934,secondary,NCT03150615
1202,Detailed_description,hemorrhagic,0.9582699537277222,secondary,NCT03150615
1203,Lab_value,grade,0.8147831559181213,secondary,NCT03150615
1204,Date,30 days,0.9802260398864746,secondary,NCT03150615
1205,Diagnostic_procedure,Plasma Concentration,0.9997459650039673,secondary,NCT03150615
1206,Detailed_description,fasting,0.9997846484184265,secondary,NCT03150615
1207,Diagnostic_procedure,plasma plasma,0.950925886631012,secondary,NCT03150615
1208,Diagnostic_procedure,GLP-1 GLP-1,0.6639600992202759,secondary,NCT03150615
1209,Detailed_description,Fasting,0.9938727617263794,secondary,NCT03150615
1210,Diagnostic_procedure,plasma plasma concentration,0.8988163471221924,secondary,NCT03150615
1211,Date,day day day day,0.6275553107261658,secondary,NCT03150615
1212,Date,day day day day 7,0.9910925626754761,secondary,NCT03150615
1213,Diagnostic_procedure,Workbook,0.6594340801239014,primary,NCT04978350
1214,Detailed_description,Likert,0.981981635093689,primary,NCT04978350
1215,Coreference,workbook,0.6697707176208496,primary,NCT04978350
1216,Lab_value,7,0.9684569835662842,primary,NCT04978350
1217,Lab_value,1,0.9533640146255493,primary,NCT04978350
1218,Lab_value,5,0.998089611530304,primary,NCT04978350
1219,Lab_value,80 %,0.9996278285980225,primary,NCT04978350
1220,Lab_value,higher,0.9914281964302063,primary,NCT04978350
1221,Duration,4 Weeks,0.8996707201004028,primary,NCT04978350
1222,Clinical_event,Workbook,0.5676547884941101,primary,NCT04978350
1223,Activity,Use,0.3825061619281769,primary,NCT04978350
1224,Diagnostic_procedure,Genetic Genetic Counselor,0.6777487397193909,primary,NCT04978350
1225,Detailed_description,Likert,0.7856677174568176,primary,NCT04978350
1226,Diagnostic_procedure,Genetic Genetic,0.8352363109588623,primary,NCT04978350
1227,Coreference,counselors,0.4970042109489441,primary,NCT04978350
1228,Coreference,workbook,0.7947592735290527,primary,NCT04978350
1229,Lab_value,6,0.8445897102355957,primary,NCT04978350
1230,Lab_value,1,0.9504877924919128,primary,NCT04978350
1231,Detailed_description,6,0.6589323282241821,primary,NCT04978350
1232,Lab_value,80 %,0.9996278285980225,primary,NCT04978350
1233,Lab_value,higher,0.9914281964302063,primary,NCT04978350
1234,Diagnostic_procedure,Genetic counselor,0.9782285690307617,primary,NCT04978350
1235,Subject,genetic counselors,0.8364625573158264,primary,NCT04978350
1236,Detailed_description,qualitative,0.6124510765075684,primary,NCT04978350
1237,Duration,4 Weeks,0.8009982109069824,primary,NCT04978350
1238,Disease_disorder,Lynch Lynch Lynch Syndrome Syndrome Syndrome,0.8119590878486633,primary,NCT04978350
1239,Disease_disorder,Lynch Lynch Lynch,0.9638388752937317,primary,NCT04978350
1240,Family_history,Syndrome Syndrome Syndrome,0.5191091895103455,primary,NCT04978350
1241,Subject,relatives,0.5310118794441223,primary,NCT04978350
1242,Detailed_description,qualitative,0.34216564893722534,primary,NCT04978350
1243,Diagnostic_procedure,interviews,0.5458182692527771,primary,NCT04978350
1244,Diagnostic_procedure,Numbers,0.8086857199668884,primary,NCT04978350
1245,Date,4 Weeks,0.736088752746582,primary,NCT04978350
1246,Clinical_event,Workbook,0.9709761738777161,primary,NCT04978350
1247,Clinical_event,Use,0.8525572419166565,primary,NCT04978350
1248,Diagnostic_procedure,Genetic Genetic Testing Testing,0.9999195337295532,primary,NCT04978350
1249,Subject,Family Family,0.813216507434845,primary,NCT04978350
1250,Subject,relatives,0.9452504515647888,primary,NCT04978350
1251,Diagnostic_procedure,genetic testing,0.9451231360435486,primary,NCT04978350
1252,Disease_disorder,Lynch,0.7155945301055908,primary,NCT04978350
1253,Family_history,Syndrome,0.6660563349723816,primary,NCT04978350
1254,Diagnostic_procedure,Genetic Testing,0.9997019171714783,primary,NCT04978350
1255,Subject,Family Members,0.7281572222709656,primary,NCT04978350
1256,Diagnostic_procedure,Numbers,0.8086857199668884,primary,NCT04978350
1257,Date,4 Weeks,0.736088752746582,primary,NCT04978350
1258,Clinical_event,Workbook,0.9709761738777161,primary,NCT04978350
1259,Clinical_event,Use,0.8525572419166565,primary,NCT04978350
1260,Disease_disorder,Lynch Lynch Syndrome Syndrome,0.9700583219528198,secondary,NCT04978350
1261,Detailed_description,Multiple-Choice,0.9998422861099243,secondary,NCT04978350
1262,Lab_value,7,0.9976062774658203,secondary,NCT04978350
1263,Detailed_description,multiple choice questions,0.9383732676506042,secondary,NCT04978350
1264,Lab_value,4 score or more correct more questions,0.9935795664787292,secondary,NCT04978350
1265,Severity,moderate,0.6121391654014587,secondary,NCT04978350
1266,Disease_disorder,Lynch,0.5464604496955872,secondary,NCT04978350
1267,Duration,4 Weeks,0.9536337852478027,secondary,NCT04978350
1268,Clinical_event,Workbook,0.7443233132362366,secondary,NCT04978350
1269,Other_event,Use,0.21057988703250885,secondary,NCT04978350
1270,Disease_disorder,Lynch Syndrome,0.9997093677520752,secondary,NCT04978350
1271,Lab_value,1,0.9137943983078003,secondary,NCT04978350
1272,Lab_value,5,0.9905125498771667,secondary,NCT04978350
1273,Lab_value,21 score or higher,0.9142939448356628,secondary,NCT04978350
1274,Severity,moderate,0.8897680640220642,secondary,NCT04978350
1275,Duration,4 Weeks,0.9904941320419312,secondary,NCT04978350
1276,Clinical_event,Workbook,0.6596473455429077,secondary,NCT04978350
1277,Lab_value,Self-Efficacy,0.9809534549713135,secondary,NCT04978350
1278,Disease_disorder,Lynch Lynch Syndrome Syndrome,0.9962450265884399,secondary,NCT04978350
1279,Lab_value,5,0.9821895360946655,secondary,NCT04978350
1280,Diagnostic_procedure,Scores,0.8245452642440796,secondary,NCT04978350
1281,Lab_value,1,0.9996740818023682,secondary,NCT04978350
1282,Lab_value,15,0.9997004270553589,secondary,NCT04978350
1283,Therapeutic_procedure,Genetic counselor,0.5018638372421265,secondary,NCT04978350
1284,Lab_value,self-efficacy,0.6792567372322083,secondary,NCT04978350
1285,Disease_disorder,Lynch Syndrome,0.8603876829147339,secondary,NCT04978350
1286,Date,4 Weeks,0.9642118215560913,secondary,NCT04978350
1287,Clinical_event,Workbook,0.9283754229545593,secondary,NCT04978350
1288,Clinical_event,Use,0.7272717356681824,secondary,NCT04978350
1289,Diagnostic_procedure,Genetic Genetic,0.9782593250274658,secondary,NCT04978350
1290,Coreference,Counselor,0.4652380049228668,secondary,NCT04978350
1291,Disease_disorder,Lynch Lynch Syndrome Syndrome,0.8928775787353516,secondary,NCT04978350
1292,Diagnostic_procedure,Genetic Genetic counselors,0.7288186550140381,secondary,NCT04978350
1293,Lab_value,5,0.9898515939712524,secondary,NCT04978350
1294,Diagnostic_procedure,Scores,0.8245452642440796,secondary,NCT04978350
1295,Lab_value,1,0.9996740818023682,secondary,NCT04978350
1296,Lab_value,15,0.9997020363807678,secondary,NCT04978350
1297,Lab_value,higher,0.7210488319396973,secondary,NCT04978350
1298,Lab_value,higher high,0.5344226360321045,secondary,NCT04978350
1299,Coreference,cascade,0.9774340987205505,secondary,NCT04978350
1300,Subject,Genetic,0.6934170722961426,secondary,NCT04978350
1301,Clinical_event,counselor,0.2857973277568817,secondary,NCT04978350
1302,Disease_disorder,Lynch Syndrome,0.7471503019332886,secondary,NCT04978350
1303,Detailed_description,out-of-pocket,0.856152355670929,secondary,NCT04978350
1304,Detailed_description,Non-monetary,0.9563252925872803,secondary,NCT04978350
1305,Detailed_description,Average,0.8030226826667786,secondary,NCT04978350
1306,Duration,4 Weeks,0.754692792892456,secondary,NCT04978350
1307,Clinical_event,Workbook,0.640794575214386,secondary,NCT04978350
1308,Coreference,Workbook workbook,0.6364977955818176,secondary,NCT04978350
1309,History,Lynch Lynch Syndrome Syndrome,0.6716620922088623,secondary,NCT04978350
1310,Clinical_event,discussed,0.9690264463424683,secondary,NCT04978350
1311,Duration,4 Weeks,0.8009982109069824,secondary,NCT04978350
1312,Subject,Genetic Genetic counselors,0.5487481951713562,secondary,NCT04978350
1313,Biological_structure,Abdominal,0.9995850920677185,primary,NCT02052050
1314,Detailed_description,Isometric endurance endurance endurance,0.9942646026611328,primary,NCT02052050
1315,Detailed_description,trunk flexors,0.9983449578285217,primary,NCT02052050
1316,Diagnostic_procedure,endurance endurance endurance,0.938224732875824,primary,NCT02052050
1317,Biological_structure,abdominal,0.9876760244369507,primary,NCT02052050
1318,Therapeutic_procedure,laid,0.7385085821151733,primary,NCT02052050
1319,Detailed_description,maintaining,0.762154221534729,primary,NCT02052050
1320,Biological_structure,hips,0.9548490047454834,primary,NCT02052050
1321,Biological_structure,knees knees,0.9782076478004456,primary,NCT02052050
1322,Detailed_description,bent,0.8724486827850342,primary,NCT02052050
1323,Lab_value,90,0.9124457240104675,primary,NCT02052050
1324,Detailed_description,"degrees , , feet flat",0.8681038618087769,primary,NCT02052050
1325,Distance,30 inches,0.6190680861473083,primary,NCT02052050
1326,Detailed_description,from the buttocks,0.6680425405502319,primary,NCT02052050
1327,Detailed_description,hands,0.905014157295227,primary,NCT02052050
1328,Detailed_description,knees knees,0.9787868857383728,primary,NCT02052050
1329,Therapeutic_procedure,separate,0.931179940700531,primary,NCT02052050
1330,Coreference,trunk,0.7330737709999084,primary,NCT02052050
1331,Therapeutic_procedure,stretcher,0.600338876247406,primary,NCT02052050
1332,Biological_structure,inferior angle of the the the the scapula,0.9992218017578125,primary,NCT02052050
1333,Diagnostic_procedure,Time,0.999356210231781,primary,NCT02052050
1334,Date,8 weeks,0.9821493625640869,primary,NCT02052050
1335,Diagnostic_procedure,Fatigue Fatigue,0.6997254490852356,secondary,NCT02052050
1336,Diagnostic_procedure,It,0.9779726266860962,secondary,NCT02052050
1337,Lab_value,22 items,0.5475568771362305,secondary,NCT02052050
1338,Detailed_description,four,0.8922888040542603,secondary,NCT02052050
1339,Duration,8,0.6572756767272949,secondary,NCT02052050
1340,Date,weeks,0.8026301264762878,secondary,NCT02052050
1341,Diagnostic_procedure,bioelectrical impedance analysis,0.9999043345451355,secondary,NCT02052050
1342,Duration,Baseline-,0.4357934892177582,secondary,NCT02052050
1343,Duration,8 weeks,0.9824203252792358,secondary,NCT02052050
1344,Coreference,Pain,0.6014243364334106,secondary,NCT02052050
1345,Diagnostic_procedure,visual analogue scale,0.9999456405639648,secondary,NCT02052050
1346,Biological_structure,lower-back,0.9974973797798157,secondary,NCT02052050
1347,Biological_structure,abdominal,0.9999513626098633,secondary,NCT02052050
1348,Sign_symptom,Pain,0.9998005032539368,secondary,NCT02052050
1349,Diagnostic_procedure,BPI,0.9500092267990112,secondary,NCT02052050
1350,Sign_symptom,pain.,0.9485296010971069,secondary,NCT02052050
1351,Duration,8 weeks,0.996193528175354,secondary,NCT02052050
1352,Detailed_description,Flamingo,0.8934438824653625,secondary,NCT02052050
1353,Duration,8 weeks,0.9990924596786499,secondary,NCT02052050
1354,Biological_structure,chair,0.8435223698616028,secondary,NCT02052050
1355,Duration,8 weeks,0.9976177215576172,secondary,NCT02052050
1356,Detailed_description,6-min,0.9416162371635437,secondary,NCT02052050
1357,Diagnostic_procedure,walk test,0.9993233680725098,secondary,NCT02052050
1358,Detailed_description,treadmill,0.9956036806106567,secondary,NCT02052050
1359,Detailed_description,H-P-COSMOS,0.6734039783477783,secondary,NCT02052050
1360,Detailed_description,Baseline-,0.973630428314209,secondary,NCT02052050
1361,Duration,8 weeks,0.9886587858200073,secondary,NCT02052050
1362,Diagnostic_procedure,Fitness Fitness,0.9951493144035339,secondary,NCT02052050
1363,Diagnostic_procedure,International,0.9996733665466309,secondary,NCT02052050
1364,Diagnostic_procedure,Fitness Fitness Scale,0.9830353260040283,secondary,NCT02052050
1365,Diagnostic_procedure,IFIS,0.99915611743927,secondary,NCT02052050
1366,Duration,8 weeks,0.8446058034896851,secondary,NCT02052050
1367,Biological_structure,Lower back,0.9998986721038818,secondary,NCT02052050
1368,Biological_structure,muscle,0.9997745156288147,secondary,NCT02052050
1369,Diagnostic_procedure,dynamometer,0.9999555945396423,secondary,NCT02052050
1370,Detailed_description,Baseline-,0.5103278160095215,secondary,NCT02052050
1371,Duration,8 weeks,0.9978585243225098,secondary,NCT02052050
1372,Diagnostic_procedure,Fatigue Fatigue,0.6997254490852356,other,NCT02052050
1373,Diagnostic_procedure,It,0.9779726266860962,other,NCT02052050
1374,Lab_value,22 items,0.5475568771362305,other,NCT02052050
1375,Detailed_description,four,0.8922888040542603,other,NCT02052050
1376,Duration,8,0.6572756767272949,other,NCT02052050
1377,Date,weeks,0.8026301264762878,other,NCT02052050
1378,Diagnostic_procedure,bioelectrical impedance analysis,0.9999043345451355,other,NCT02052050
1379,Duration,Baseline-,0.4357934892177582,other,NCT02052050
1380,Duration,8 weeks,0.9824203252792358,other,NCT02052050
1381,Coreference,Pain,0.6014243364334106,other,NCT02052050
1382,Diagnostic_procedure,visual analogue scale,0.9999456405639648,other,NCT02052050
1383,Biological_structure,lower-back,0.9974973797798157,other,NCT02052050
1384,Biological_structure,abdominal,0.9999513626098633,other,NCT02052050
1385,Sign_symptom,Pain,0.9998005032539368,other,NCT02052050
1386,Diagnostic_procedure,BPI,0.9500092267990112,other,NCT02052050
1387,Sign_symptom,pain.,0.9485296010971069,other,NCT02052050
1388,Duration,8 weeks,0.996193528175354,other,NCT02052050
1389,Detailed_description,Flamingo,0.8934438824653625,other,NCT02052050
1390,Duration,8 weeks,0.9990924596786499,other,NCT02052050
1391,Biological_structure,chair,0.8435223698616028,other,NCT02052050
1392,Duration,8 weeks,0.9976177215576172,other,NCT02052050
1393,Detailed_description,6-min,0.9416162371635437,other,NCT02052050
1394,Diagnostic_procedure,walk test,0.9993233680725098,other,NCT02052050
1395,Detailed_description,treadmill,0.9956036806106567,other,NCT02052050
1396,Detailed_description,H-P-COSMOS,0.6734039783477783,other,NCT02052050
1397,Detailed_description,Baseline-,0.973630428314209,other,NCT02052050
1398,Duration,8 weeks,0.9886587858200073,other,NCT02052050
1399,Diagnostic_procedure,Fitness Fitness,0.9951493144035339,other,NCT02052050
1400,Diagnostic_procedure,International,0.9996733665466309,other,NCT02052050
1401,Diagnostic_procedure,Fitness Fitness Scale,0.9830353260040283,other,NCT02052050
1402,Diagnostic_procedure,IFIS,0.99915611743927,other,NCT02052050
1403,Duration,8 weeks,0.8446058034896851,other,NCT02052050
1404,Biological_structure,Lower back,0.9998986721038818,other,NCT02052050
1405,Biological_structure,muscle,0.9997745156288147,other,NCT02052050
1406,Diagnostic_procedure,dynamometer,0.9999555945396423,other,NCT02052050
1407,Detailed_description,Baseline-,0.5103278160095215,other,NCT02052050
1408,Duration,8 weeks,0.9978585243225098,other,NCT02052050
1409,Therapeutic_procedure,Radiotherapy,0.9988671541213989,primary,NCT04090450
1410,Therapeutic_procedure,radiotherapy,0.9995687007904053,primary,NCT04090450
1411,Duration,24,0.8979510068893433,primary,NCT04090450
1412,Date,months,0.8609383702278137,primary,NCT04090450
1413,Therapeutic_procedure,Radiotherapy Radiotherapy,0.931208610534668,primary,NCT04090450
1414,Duration,24 months,0.9753737449645996,primary,NCT04090450
1415,Diagnostic_procedure,MR,0.5925742387771606,primary,NCT04090450
1416,Diagnostic_procedure,radiomics,0.9704749584197998,primary,NCT04090450
1417,Detailed_description,Distinctive,0.986531674861908,primary,NCT04090450
1418,Diagnostic_procedure,pixel features. features,0.37177765369415283,primary,NCT04090450
1419,Detailed_description,radiomics radiological,0.674656867980957,primary,NCT04090450
1420,Duration,24 months,0.9179482460021973,primary,NCT04090450
